,Unnamed: 0,Performance,Video URL,video
224,224,0.446774887,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-695130362192250,Video/video_224.mp4
225,225,0.8745978795,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-694675672308301,Video/video_225.mp4
226,226,1.413596806,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-693988272279384,Video/video_226.mp4
227,227,0.3549554897,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691857912087615,Video/video_227.mp4
228,228,0.5110380912,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691581235967071,Video/video_228.mp4
229,229,1.091738912,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691252805779835,Video/video_229.mp4
230,230,1.699273052,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690670309134450,Video/video_230.mp4
231,231,0.09149342469,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690541956158254,Video/video_231.mp4
232,232,0.0101850211,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689771035910864,Video/video_232.mp4
233,233,1.20137653,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689599909618915,Video/video_233.mp4
234,234,1.49647954,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689363059404444,Video/video_234.mp4
235,235,1.206599382,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-688887926060399,Video/video_235.mp4
236,236,0.9205068088,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687665956347322,Video/video_236.mp4
237,237,0.921544845,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687024156350870,Video/video_237.mp4
238,238,0.6098934644,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686488653080244,Video/video_238.mp4
239,239,1.59616478,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686083626588321,Video/video_239.mp4
240,240,1.05112095,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684364333171304,Video/video_240.mp4
241,241,1.419538139,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684264882912286,Video/video_241.mp4
242,242,0.8359455142,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6837957766319053,Video/video_242.mp4
243,243,0.114521202,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682791943270614,Video/video_243.mp4
