,Unnamed: 0,Performance,Video URL,video
244,244,0.486412995,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682596103528135,Video/video_244.mp4
245,245,0.05643491934,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680549530054789,Video/video_245.mp4
246,246,0.8576906807,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680540137074841,Video/video_246.mp4
247,247,0.6430347048,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680162593779089,Video/video_247.mp4
248,248,1.527649956,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-679261516829908,Video/video_248.mp4
249,249,1.624039211,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-678133704039459,Video/video_249.mp4
250,250,0.02984529255,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-676770877464110,Video/video_250.mp4
251,251,0.6508269415,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361,Video/video_251.mp4
252,252,0.9521306577,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-673961584214053,Video/video_252.mp4
253,253,0.2182380034,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6720438181324436,Video/video_253.mp4
254,254,1.414640234,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-671839840899900,Video/video_254.mp4
255,255,0.9815645466,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-429145826826558,Video/video_255.mp4
256,256,0.9443715073,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-427878012859864,Video/video_256.mp4
257,257,0.6867214292,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-426644026275739,Video/video_257.mp4
258,258,0.4933994499,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-425151876539382,Video/video_258.mp4
259,259,1.447328686,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424802420355057,Video/video_259.mp4
260,260,1.29620894,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424394867097391,Video/video_260.mp4
261,261,1.539206183,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1698824364241828,Video/video_261.mp4
262,262,1.049259464,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1693566687752051,Video/video_262.mp4
263,263,0.713897325,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1689212771862832,Video/video_263.mp4
264,264,0.02133211781,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1685108828975354,Video/video_264.mp4
265,265,1.314748194,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170,Video/video_265.mp4
266,266,1.393204392,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119272995406354,Video/video_266.mp4
267,267,0.9213425999,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1118763132933218,Video/video_267.mp4
